Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 4/setup",1.0806164495866131e-5,1.0653486757055198e-5,1.1070574871612682e-5,2.49442817206217e-7,7.878267062518242e-8,3.539740095277824e-7
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 4/test",3.084290395056979e-5,1.5953145384418298e-5,7.1537845595653e-5,3.1126086087135e-5,8.408501497470128e-7,3.974961845868222e-5
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 6/setup",3.507679505767871e-4,7.389586064584402e-5,9.545902499891056e-4,4.804009267540847e-4,1.1450257138810962e-5,6.114503536947884e-4
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 6/test",4.94658626207993e-4,6.395546306102048e-5,1.2352622321141619e-3,6.764183024937546e-4,7.483929597105332e-6,8.486973154002508e-4
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 8/setup",1.8703981958211415e-4,1.8363308299628516e-4,1.9483663693779994e-4,6.27661710894738e-6,1.2803963165477822e-6,8.459150818335005e-6
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 8/test",2.403630603437445e-4,2.3929464708614563e-4,2.4205136190700745e-4,1.720353418835901e-6,5.535686119551148e-7,2.330165954943373e-6
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 10/setup",8.131738628021309e-4,7.995601619354317e-4,8.276458705535958e-4,1.838263215178948e-5,1.37513007762955e-5,2.255241529491957e-5
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 10/test",2.7171573291931836e-3,1.1366328846131053e-3,7.380147899261544e-3,3.482419009953635e-3,3.419141882073848e-5,4.302979944313223e-3
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 12/setup",1.8773838008514475e-2,1.265921207772834e-2,3.572997661935432e-2,1.262579178433e-2,2.2480314489552658e-4,1.665783814380562e-2
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 12/test",4.5448999231415136e-3,4.4552068536835064e-3,4.797313672836338e-3,1.8958204165476039e-4,6.5040658296340556e-6,2.3910522527502992e-4
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 14/setup",1.4351221049896308e-2,1.414999576913459e-2,1.4552446330658027e-2,2.651999956727343e-4,2.114642428451429e-4,2.968247826598269e-4
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 14/test",2.3515792811981268e-2,2.329306217538459e-2,2.3715206111541817e-2,2.762935694568203e-4,2.0265897580058458e-4,3.2803513156246596e-4
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 16/setup",6.57731017719422e-2,5.78762969623719e-2,8.923873516427619e-2,1.7487609290517864e-2,1.2022118255561513e-4,2.1547415942807773e-2
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 16/test",0.11862315746652229,0.10006131740914924,0.17139763447152717,3.984554669449303e-2,6.201246755449537e-4,5.0461127162807894e-2
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 18/setup",0.38492259594308476,0.266219516719452,0.6581756553302919,0.21904021834022358,2.4315109519201142e-2,0.29167598920152876
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 18/test",0.5616801700245058,0.46245007130014043,0.852031751597992,0.21670751844148764,1.5000077951084646e-3,0.26772656505703823
"StrictOkasakiQueue/QueueSort/Run QueueSort with 96 queues of 96 elements/setup",1.1664958919159002e-2,6.9148025165711125e-3,2.5629754985443183e-2,1.0420689493769727e-2,7.80152442453245e-5,1.287368127978606e-2
"StrictOkasakiQueue/QueueSort/Run QueueSort with 96 queues of 96 elements/test",3.016382404292694,3.0085925540577088,3.030282302821747,1.27714710518787e-2,6.04581680947706e-3,1.673305639053332e-2
